GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
cb8h1orf174	11.790	11.699	11.301	7.033	6.498	8.595	7.900	7.165	9.994
LOC127962885	0.095	0.097	0.099	0.000	0.000	0.000	0.025	0.068	0.000
LOC127963103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963558	1.108	1.138	1.064	1.068	1.255	1.275	0.594	0.936	1.926
LOC127963559	0.962	1.004	1.007	0.294	0.276	0.019	0.976	0.703	1.367
LOC127963406	0.848	0.852	0.795	1.200	0.779	0.954	0.447	0.411	0.157
LOC127963405	0.788	0.761	0.830	0.351	0.296	0.207	0.524	0.574	0.567
LOC127963407	6.067	6.295	6.388	4.955	5.160	3.589	7.778	7.483	8.497
lrif1	1.419	1.457	1.365	1.009	1.569	1.889	1.617	1.123	1.350
apex2	3.256	3.087	3.309	3.667	3.726	4.230	3.785	4.094	5.366
rassf11	0.000	0.000	0.000	0.041	0.035	0.000	0.036	0.039	0.000
csde1	18.292	18.839	18.365	11.442	11.859	12.446	27.856	27.258	26.388
porcnl	0.160	0.225	0.146	0.037	0.126	0.110	0.000	0.103	0.224
pdzd4	0.000	0.000	0.000	0.026	0.004	0.027	0.000	0.000	0.000
LOC127963675	0.188	0.205	0.182	0.000	0.017	0.017	0.291	0.250	0.061
magixa	1.408	1.407	1.376	0.555	0.588	0.622	1.001	0.764	0.830
cacna1fb	0.066	0.082	0.064	0.022	0.004	0.011	0.110	0.094	0.044
sypa	0.190	0.170	0.174	0.000	0.019	0.000	0.000	0.000	0.000
plp2a	5.604	5.841	5.600	1.306	1.820	2.261	0.172	0.184	0.000
emilin3a	0.929	0.858	0.875	0.391	0.569	0.594	0.050	0.107	0.029
samd10a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
uckl1a	0.055	0.056	0.057	0.051	0.037	0.012	0.069	0.027	0.015
si:dkey-70p6.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
nkain5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ythdf1	2.096	2.074	1.965	1.700	1.983	2.130	5.968	6.395	4.395
si:ch211-196c10.13	0.252	0.259	0.264	0.000	0.132	0.364	0.000	0.000	0.000
gid8a	1.622	1.646	1.894	1.276	1.469	1.471	1.558	1.334	2.219
slc17a9a	3.027	2.830	2.734	0.962	0.942	1.042	1.070	1.049	0.848
dnajc5aa	0.533	0.475	0.485	0.865	0.784	0.920	0.186	0.208	0.038
tpd52l2a	11.756	11.750	11.550	7.622	6.901	6.533	7.389	6.583	12.459
ppdpfa	2.597	2.444	2.493	2.842	3.478	2.253	0.348	0.783	3.691
ptk6a	0.632	0.615	0.592	0.154	0.105	0.039	0.361	0.201	0.078
nol4la	1.164	1.115	1.109	0.758	0.856	0.733	0.595	0.690	0.660
dnmt3ba	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027
LOC127963955	0.278	0.245	0.250	0.165	0.219	0.204	0.255	0.257	0.000
LOC127964106	0.048	0.050	0.051	0.045	0.019	0.019	0.058	0.063	0.000
LOC127963958	5.579	5.430	5.356	3.279	5.311	6.235	11.860	11.021	12.090
spata6	1.631	1.577	1.509	0.228	0.642	0.598	2.042	1.863	1.795
LOC127963954	0.075	0.039	0.039	0.017	0.133	0.104	0.151	0.146	0.106
LOC127963949	0.886	0.910	0.883	1.652	2.398	2.311	1.309	1.466	1.004
LOC127963953	0.418	0.412	0.473	0.015	0.013	0.026	0.255	0.346	0.078
LOC127963957	1.530	1.440	1.425	1.429	1.630	1.464	1.958	1.783	2.483
LOC127963950	0.145	0.148	0.151	0.150	0.014	0.128	0.073	0.047	0.068
suv39h1a	1.042	1.047	1.020	1.048	0.696	1.358	0.200	0.195	0.255
LOC127962997	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000
foxp3b	0.106	0.109	0.111	0.066	0.000	0.042	0.028	0.000	0.000
sema3gb	1.472	1.422	1.351	0.487	0.229	0.458	0.087	0.105	0.114
LOC127963458	2.260	2.113	2.219	1.027	1.860	1.401	1.184	1.322	0.775
LOC127963450	1.206	1.330	1.357	0.573	0.284	0.249	0.444	0.398	1.351
LOC127963449	3.072	3.098	3.013	2.661	2.925	4.187	2.887	2.704	3.438
nt5dc2	22.338	22.168	21.710	16.234	17.455	18.200	6.234	7.265	13.468
tbc1d25	2.184	2.195	2.352	2.902	2.671	2.293	3.169	3.500	1.542
LOC127963009	0.376	0.343	0.350	0.155	0.033	0.181	0.134	0.036	0.274
ppardb	5.016	4.846	4.726	5.461	4.931	4.346	5.942	5.574	4.561
mkrn4	3.963	4.143	4.132	47.342	53.163	65.703	0.622	0.590	0.709
fance	0.379	0.389	0.364	0.058	0.174	0.212	0.089	0.054	0.207
LOC127963865	266.547	279.466	264.871	284.579	306.847	318.343	297.384	291.602	364.167
inavaa	0.057	0.058	0.059	0.026	0.257	0.224	0.000	0.000	0.000
cfap276	0.423	0.435	0.443	0.049	0.042	0.084	0.170	0.183	0.595
LOC127963838	1.286	1.393	1.384	1.597	1.436	1.688	2.371	2.429	1.502
si:ch211-163l21.10	0.035	0.036	0.037	0.098	0.056	0.028	0.000	0.000	0.000
LOC127963713	10.110	9.969	9.966	7.401	9.707	11.021	4.771	4.748	11.700
LOC127963764	3.294	3.204	3.229	1.581	1.844	1.446	1.443	1.537	3.260
LOC127962906	0.037	0.051	0.039	0.029	0.029	0.000	0.000	0.000	0.000
LOC127964266	1.473	1.394	1.407	0.655	0.250	0.558	0.661	0.398	0.555
LOC127963021	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.011	0.000
mmp9	0.000	0.000	0.000	0.141	0.020	0.110	0.041	0.109	0.000
LOC127963501	1.082	1.073	1.108	0.861	0.647	0.667	1.602	1.573	1.965
LOC127962994	0.608	0.581	0.593	0.563	0.281	0.529	0.101	0.072	0.197
prok1	0.234	0.240	0.245	0.000	0.000	0.000	0.125	0.000	0.000
LOC127963119	7.549	7.369	7.349	11.113	9.800	10.652	6.236	5.957	15.443
slc16a4	0.412	0.364	0.352	0.293	0.151	0.219	0.254	0.314	0.108
rbm15	1.423	1.336	1.377	1.145	0.940	1.044	1.038	1.083	1.296
alx3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
slc6a17	0.017	0.017	0.018	0.004	0.000	0.000	0.000	0.000	0.000
kcnc4	0.090	0.093	0.094	0.007	0.036	0.047	0.012	0.013	0.000
hspa1b	0.387	0.524	0.437	0.272	0.183	0.207	0.485	0.773	0.043
ahcyl1	2.082	2.188	2.026	1.561	1.407	1.059	1.020	1.349	1.836
nfyal	5.246	5.052	5.283	3.338	3.073	2.679	3.782	4.164	4.012
ngrn	3.661	3.820	3.771	3.025	4.397	4.214	6.654	6.466	7.423
sort1b	1.263	1.215	1.231	0.206	0.550	0.557	0.644	0.534	0.372
sypl2b	3.688	3.366	3.535	1.851	1.918	2.339	0.833	0.956	2.214
atxn7l2b	1.140	1.203	1.128	1.479	1.135	1.162	3.028	2.484	2.285
amigo1	0.226	0.218	0.236	0.528	0.418	0.570	0.133	0.183	0.305
gpr61	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
gnai3	0.482	0.520	0.451	0.129	0.270	0.230	0.000	0.000	0.000
gnat2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ampd2b	0.193	0.198	0.184	0.098	0.042	0.069	0.000	0.000	0.000
LOC127963074	10.993	11.064	10.508	6.101	7.343	9.210	13.584	13.720	27.044
gstm.3	3.172	3.257	3.581	1.372	1.006	1.560	1.423	1.101	1.583
eps8l3b	6.757	6.225	6.161	2.609	5.727	7.294	0.424	0.520	0.735
atp5pb	16.477	17.107	17.450	23.322	27.267	32.831	43.328	46.327	49.084
LOC127963071	14.688	14.861	14.522	5.885	6.870	7.180	2.886	3.293	4.935
dnase1l1l	0.592	0.760	0.620	0.046	0.136	0.000	0.139	0.128	0.000
LOC127963638	2.338	2.363	2.282	0.883	0.714	0.493	0.738	0.496	0.367
LOC127963639	1.948	1.843	1.799	0.257	0.393	0.235	0.301	0.265	0.108
LOC127963335	0.333	0.357	0.325	0.308	0.363	0.363	0.272	0.312	0.070
tmem81	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
stk38a	3.449	3.272	3.265	2.754	3.219	2.466	3.017	3.673	2.520
LOC127963013	0.681	0.629	0.723	0.099	0.031	0.092	2.703	2.481	2.268
LOC127963014	0.916	0.889	1.049	0.235	0.053	0.161	4.499	4.256	3.641
wasa	1.431	1.528	1.439	0.821	1.161	1.151	0.414	0.395	0.617
LOC127963010	6.400	6.227	6.444	1.753	1.382	1.307	0.843	0.760	1.751
tspy	1.719	1.765	1.800	3.378	3.033	3.051	1.447	1.923	1.781
foxp3a	0.166	0.164	0.154	0.045	0.130	0.121	0.099	0.153	0.000
LOC127963664	1.746	1.673	1.646	5.788	6.519	7.546	0.366	0.610	0.300
LOC127963667	0.054	0.069	0.056	0.767	0.611	0.665	0.118	0.069	0.100
LOC127963670	1.121	1.085	1.039	0.519	0.679	0.748	0.589	0.465	1.475
cacna1sb	0.012	0.012	0.013	0.034	0.038	0.034	0.010	0.000	0.000
taf10	6.744	6.649	7.064	8.117	7.969	9.644	6.958	6.838	9.085
LOC127963669	9.628	9.433	9.534	5.827	8.449	8.919	5.099	5.220	4.928
opn7c	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963964	1.684	1.700	1.851	1.466	1.415	1.561	3.032	2.552	3.379
rhoab	26.280	26.065	25.905	8.959	8.201	9.223	41.861	40.893	23.948
sema3h	0.067	0.069	0.070	0.000	0.000	0.000	0.041	0.043	0.047
borcs6	1.844	1.852	1.667	1.374	1.223	1.486	0.863	1.029	1.442
LOC127964056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
xpc	3.122	3.046	3.082	1.416	1.357	1.378	0.855	0.763	2.074
arih2	8.944	8.951	8.878	6.599	6.428	6.604	5.029	4.356	6.572
impdh2	36.198	35.433	35.355	22.074	17.393	17.004	11.896	11.182	24.696
dalrd3	2.392	2.371	2.457	1.307	1.361	1.159	1.722	1.696	1.861
celsr3	0.080	0.082	0.083	0.076	0.051	0.058	0.103	0.137	0.019
LOC127963548	0.641	0.636	0.626	0.188	0.202	0.084	0.506	0.313	0.280
wdr6	2.049	2.047	1.981	1.475	1.249	0.871	6.959	6.899	8.942
LOC127962908	0.000	0.000	0.000	0.000	0.000	0.000	0.151	0.162	0.000
LOC127963593	0.000	0.000	0.000	0.085	0.072	0.184	0.196	0.245	0.000
slc26a6	0.342	0.368	0.340	0.427	0.438	0.303	0.844	0.707	0.432
mgll	2.270	2.084	2.115	1.304	1.638	1.522	1.824	2.241	1.096
prkar2aa	7.679	7.607	7.434	4.543	4.188	4.668	5.520	5.261	4.447
LOC127964040	1.554	1.596	1.357	0.629	0.765	0.562	1.093	0.530	0.425
hyal3	0.083	0.057	0.058	0.064	0.000	0.088	0.413	0.288	0.456
si:dkey-20d21.12	0.259	0.372	0.271	2.272	3.218	3.916	0.062	0.156	0.073
amt	11.176	10.830	10.792	6.112	6.002	5.474	11.739	10.565	16.240
ifrd2	4.977	4.958	4.980	6.243	5.770	5.429	9.279	9.611	11.306
zgc:136971	0.466	0.495	0.471	0.416	0.458	0.394	2.154	2.244	2.466
LOC127963566	2.493	2.475	2.470	1.913	1.553	1.168	0.436	0.269	0.816
LOC127963814	4.197	4.197	4.020	3.229	2.963	3.271	1.892	1.831	1.179
LOC127962966	0.179	0.184	0.187	0.269	0.758	0.829	0.000	0.000	0.000
LOC127964045	0.459	0.414	0.417	0.275	0.313	0.172	0.378	0.526	0.110
LOC127964048	3.640	3.322	3.429	2.369	2.579	2.036	2.987	4.283	1.805
LOC127964044	0.000	0.000	0.000	0.007	0.012	0.012	0.000	0.000	0.000
LOC127964047	0.346	0.321	0.379	1.180	1.569	1.604	0.132	0.099	0.046
LOC127964049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000
LOC127963350	6.616	6.571	6.891	9.108	8.729	7.449	25.391	24.922	9.177
LOC127963226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963327	2.652	2.550	2.509	1.588	2.208	2.281	0.995	0.916	1.242
LOC127963328	13.535	12.790	12.991	11.326	11.873	14.037	15.247	14.393	15.696
LOC127962950	0.000	0.023	0.000	0.042	0.027	0.000	0.036	0.059	0.000
mov10b.1	3.797	3.725	3.682	2.046	2.478	2.158	0.711	0.867	2.669
mov10b.2	0.512	0.525	0.514	0.473	0.504	0.362	0.197	0.312	0.779
LOC127963518	13.383	12.803	12.888	3.533	2.931	3.296	5.875	4.980	6.699
LOC127964158	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964159	3.804	3.722	3.815	2.772	3.407	3.369	5.190	4.965	5.835
LOC127964054	0.000	0.014	0.000	0.000	0.000	0.011	0.065	0.000	0.000
LOC127963036	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.019	0.000
LOC127964169	2.145	2.388	2.137	1.651	1.241	1.349	2.905	2.664	2.685
LOC127963783	0.085	0.059	0.060	0.079	0.090	0.022	0.023	0.000	0.000
LOC127963784	4.106	4.067	4.084	3.321	3.885	3.727	5.089	5.513	4.350
LOC127963816	0.027	0.028	0.028	0.125	0.170	0.234	0.130	0.116	0.000
LOC127964096	0.026	0.053	0.018	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964095	4.827	4.842	4.782	3.661	3.432	3.040	3.317	3.587	2.779
LOC127964098	22.000	21.388	21.058	12.113	11.855	13.764	17.773	16.758	15.537
LOC127964097	8.350	8.236	8.071	4.554	4.551	4.060	5.127	5.738	5.118
LOC127963403	0.907	0.960	0.892	0.607	0.913	0.430	2.344	2.672	2.800
LOC127963402	3.030	3.196	3.097	2.601	2.526	2.317	3.969	4.168	3.724
cebpb	72.731	74.649	71.470	44.455	40.199	32.811	86.421	82.981	50.284
peds1	2.376	2.470	2.394	0.600	0.716	1.103	1.500	1.652	0.833
LOC127963045	0.631	0.687	0.721	0.035	0.045	0.030	1.230	0.989	0.807
LOC127963040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
srxn1	1.581	1.693	1.533	3.081	2.849	2.880	1.203	1.711	2.191
tcf15	0.818	0.840	0.857	0.151	0.258	0.052	0.000	0.000	0.000
LOC127963763	0.768	0.717	0.804	1.324	1.430	1.542	0.813	0.632	0.425
LOC127963053	0.067	0.046	0.046	0.133	0.079	0.131	0.116	0.172	0.042
slc13a3	4.049	3.746	3.947	1.446	1.316	1.381	3.543	3.421	2.567
ocstamp	0.153	0.157	0.161	0.000	0.000	0.000	0.148	0.106	0.000
ccser1	1.250	1.251	1.239	0.659	0.598	0.306	1.017	1.247	0.934
LOC127963998	0.000	0.000	0.000	0.046	0.054	0.000	0.000	0.000	0.000
LOC127964002	0.000	0.000	0.000	0.009	0.000	0.023	0.016	0.000	0.037
LOC127964001	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.010	0.000
LOC127964060	0.000	0.000	0.000	0.183	0.109	0.031	0.032	0.034	0.037
smarcad1a	1.058	0.877	0.937	1.580	2.107	2.335	1.356	1.403	2.202
LOC127963225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000
LOC127963606	0.045	0.046	0.047	0.185	0.009	0.176	0.018	0.019	0.042
LOC127963604	0.541	0.513	0.549	0.341	0.445	0.569	0.402	0.339	0.223
LOC127962957	41.761	42.876	41.440	45.502	36.773	31.974	8.205	8.850	19.090
tspan36	10.710	10.700	10.286	12.127	14.509	16.860	6.888	7.576	6.030
mapk4	1.635	1.516	1.533	1.061	1.054	1.025	2.205	2.054	0.832
slc20a2	1.400	1.343	1.360	0.755	0.691	0.516	2.237	2.216	0.599
hsd17b3	0.071	0.145	0.074	0.442	0.391	0.205	0.142	0.153	0.415
ercc6l2	1.195	1.150	1.149	0.558	0.674	0.358	0.665	0.817	0.872
ptch1	2.914	2.763	2.744	1.233	1.549	1.999	0.212	0.175	0.385
fancc	1.323	1.215	1.251	0.726	0.793	0.850	0.226	0.252	0.110
aopep	1.877	1.783	1.770	0.547	0.747	0.911	0.287	0.251	0.325
dock8	1.600	1.459	1.493	0.937	1.352	1.190	0.943	0.949	1.054
cbwd	1.450	1.511	1.365	2.975	3.163	4.494	4.797	4.113	5.279
foxd5	0.182	0.187	0.191	0.000	0.000	0.000	0.000	0.000	0.000
pgm5	9.475	9.278	9.181	2.019	2.642	2.317	0.986	1.533	1.350
LOC127963966	1.745	1.718	1.672	1.243	1.189	1.190	0.256	0.322	0.298
specc1la	1.417	1.448	1.409	0.658	0.638	0.649	1.343	1.390	1.652
LOC127962942	0.195	0.222	0.204	0.860	0.502	0.529	0.234	0.298	0.273
upb1	88.547	86.610	85.397	109.793	97.028	83.500	113.196	113.677	150.283
LOC127962948	14.268	14.110	14.064	12.938	11.157	9.711	22.224	19.442	13.730
LOC127962949	179.590	182.700	183.841	158.995	120.503	87.805	65.913	69.247	105.621
p2rx4b	0.376	0.376	0.384	0.405	0.232	0.209	0.213	0.246	0.477
LOC127962943	0.104	0.071	0.072	0.048	0.027	0.082	0.097	0.149	0.065
LOC127962945	0.000	0.000	0.000	0.380	0.054	0.297	0.605	0.325	0.128
gstt1a	300.380	310.255	301.401	220.994	203.931	202.518	601.805	608.882	774.924
LOC127962892	1.055	0.975	0.994	0.056	0.059	0.024	0.327	0.234	0.353
LOC127962895	3.950	3.404	3.805	1.762	2.056	1.391	12.837	13.013	5.321
LOC127962894	18.523	19.235	18.441	14.484	15.073	13.186	21.201	20.722	20.767
si:dkey-31c13.1	0.840	0.927	0.847	0.173	0.270	0.147	0.450	0.456	0.467
ralgds	11.559	11.368	11.424	6.663	5.959	4.395	10.743	10.403	6.486
ptgesl	4.550	4.346	4.159	3.570	3.584	3.692	8.973	9.981	10.850
odf2b	2.346	2.370	2.271	0.657	0.410	0.300	1.233	1.312	1.319
slc20a1a	28.021	27.410	26.934	9.799	8.314	8.619	37.175	37.384	19.706
LOC127963853	0.146	0.149	0.152	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964264	0.000	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.000
LOC127962923	0.000	0.000	0.000	0.049	0.030	0.012	0.000	0.000	0.000
LOC127962959	24.515	26.274	26.403	18.140	14.727	10.431	38.554	37.546	34.769
LOC127963943	9.682	9.926	9.400	5.445	4.408	3.748	31.872	30.589	13.485
nim1ka	2.867	2.778	2.820	0.731	0.591	0.624	6.587	6.040	4.281
znf131	2.182	2.123	2.073	3.356	2.888	3.122	2.630	2.548	2.853
selenop	89.113	90.039	88.813	150.957	154.601	153.064	313.294	307.942	111.471
ghra	2.284	2.271	2.335	1.302	0.986	0.790	4.139	4.240	2.145
fbxo4	0.684	0.741	0.676	0.720	0.613	0.854	2.762	3.029	2.029
rimoc1	5.643	5.794	5.373	4.745	5.961	5.801	3.813	3.888	5.048
oxct1a	0.622	0.500	0.510	0.637	1.139	1.220	0.378	0.579	0.866
plcxd3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
c7a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
rgs7bpa	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
rnf180a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
htr1aa	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ipo11	0.000	0.000	0.000	0.000	0.083	0.142	0.024	0.000	0.000
lipg	35.412	35.494	33.918	9.611	8.606	9.576	49.673	51.368	34.609
mthfd2l	1.168	1.176	1.104	0.678	0.505	0.506	0.681	0.592	1.009
epgn	0.770	0.678	0.691	0.585	0.303	0.304	1.635	1.067	2.319
si:dkey-164f24.2	1.795	1.732	1.767	1.129	0.650	0.609	0.346	0.789	0.538
LOC127962961	1.055	0.819	0.808	1.523	1.479	2.293	1.468	1.841	2.796
ncs1b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
hmcn2	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.027	0.051
zgc:194839	0.400	0.342	0.349	0.421	0.367	0.411	0.053	0.077	0.000
LOC127964219	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000
zbtb34	0.381	0.363	0.356	0.119	0.064	0.166	0.229	0.228	0.140
ralgps1	0.153	0.133	0.135	0.000	0.000	0.000	0.080	0.096	0.000
si:dkey-191c17.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
angptl2b	0.209	0.190	0.193	0.159	0.087	0.078	0.079	0.064	0.242
LOC127964166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
mvb12bb	9.704	9.235	9.579	9.116	9.700	8.355	18.605	17.035	23.599
LOC127963536	0.017	0.017	0.018	0.070	0.060	0.000	0.000	0.000	0.244
LOC127963531	1.736	1.645	1.648	0.962	0.932	0.839	1.674	1.579	1.175
hpdb	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.018	0.000
setd1bb	0.000	0.000	0.000	0.089	0.100	0.038	0.000	0.000	0.000
LOC127963539	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963987	0.015	0.015	0.016	0.000	0.000	0.000	0.167	0.294	0.056
LOC127963982	0.000	0.000	0.000	0.003	0.003	0.003	0.000	0.000	0.000
LOC127964030	0.726	0.645	0.689	0.546	0.483	0.782	0.371	0.365	0.532
LOC127964174	0.000	0.000	0.000	0.000	0.000	0.038	0.116	0.000	0.000
LOC127964032	0.614	0.600	0.612	0.135	0.460	0.277	0.704	0.302	0.520
LOC127964175	0.071	0.073	0.074	0.033	0.084	0.000	0.000	0.000	0.400
LOC127964104	0.042	0.043	0.044	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964117	0.000	0.000	0.000	0.000	0.000	0.000	0.176	0.189	0.000
LOC127964265	0.022	0.022	0.023	0.060	0.162	0.179	0.000	0.000	0.000
piwil1	0.055	0.079	0.058	1.293	1.804	2.041	0.000	0.000	0.000
stx2b	0.511	0.563	0.459	0.422	0.763	0.850	0.073	0.142	0.240
rimbp2b	0.756	0.846	0.781	0.777	0.473	0.531	0.536	0.495	0.523
LOC127964218	0.184	0.175	0.165	0.224	0.155	0.103	0.000	0.034	0.141
LOC127963855	2.405	2.316	2.461	2.166	1.876	1.350	2.154	2.427	1.382
LOC127963106	2.188	2.111	2.100	1.539	1.223	0.950	1.378	1.391	1.394
LOC127964064	6.168	5.893	6.019	2.192	2.128	1.931	2.199	2.245	3.906
LOC127964246	3.162	2.887	2.880	0.991	1.282	1.349	1.316	1.012	1.004
LOC127963821	0.181	0.152	0.155	0.579	0.428	0.779	0.000	0.142	0.093
LOC127963823	0.236	0.269	0.247	0.097	0.000	0.021	0.337	0.474	0.074
LOC127963822	1.078	1.044	1.033	0.239	0.132	0.311	0.585	0.340	0.028
LOC127963682	1.637	1.630	1.598	0.964	0.657	0.667	6.515	6.726	1.344
LOC127963689	0.370	0.360	0.367	0.045	0.200	0.284	0.000	0.000	0.000
LOC127963680	0.847	0.808	0.829	0.484	0.456	0.541	0.380	0.475	0.152
LOC127963691	0.501	0.514	0.524	0.000	0.000	0.000	0.000	0.062	0.000
LOC127963684	2.784	2.771	2.716	0.256	0.278	0.308	0.391	0.510	0.474
LOC127963688	0.102	0.151	0.107	0.115	0.036	0.134	0.000	0.000	0.000
LOC127963685	0.632	0.534	0.603	0.104	0.089	0.144	0.271	0.254	0.487
LOC127963686	0.000	0.013	0.000	0.036	0.051	0.057	0.000	0.000	0.000
gfra2a	0.389	0.399	0.434	0.094	0.020	0.127	0.211	0.160	0.111
LOC127964261	0.634	0.657	0.664	0.310	0.288	0.241	0.298	0.377	0.549
LOC127964208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964209	0.822	0.657	0.670	0.000	0.000	0.000	0.049	0.079	0.000
LOC127964257	8.183	8.451	8.070	5.980	4.811	5.797	5.750	6.396	5.187
LOC127964176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963415	2.702	2.901	3.731	3.863	1.935	2.859	11.349	10.323	44.544
LOC127963414	1.927	1.907	1.908	0.340	0.235	0.207	0.394	0.498	0.558
LOC127963416	27.181	25.890	25.495	7.623	6.751	8.655	34.732	32.322	24.295
LOC127963412	2.444	2.355	2.395	0.954	0.730	0.890	1.513	1.269	3.004
LOC127963930	0.575	0.551	0.562	0.620	0.483	0.045	0.647	0.710	0.664
LOC127964128	14.785	14.567	14.565	8.771	8.286	6.719	15.646	16.680	16.307
LOC127964073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964069	4.009	3.649	3.929	3.416	2.224	2.337	1.237	0.902	2.406
LOC127964067	2.118	1.995	2.036	1.862	1.531	1.010	0.813	0.983	1.167
LOC127964065	0.151	0.133	0.135	0.060	0.034	0.017	0.520	0.632	0.424
LOC127964074	0.049	0.050	0.051	0.000	0.000	0.000	0.020	0.042	0.000
LOC127964076	2.401	2.522	2.515	1.302	1.544	1.285	1.508	1.689	1.293
LOC127964075	0.446	0.487	0.409	1.444	1.706	2.346	0.836	0.841	1.080
LOC127964070	0.085	0.073	0.075	0.514	0.516	0.270	0.378	0.454	0.454
LOC127964071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127962968	0.044	0.045	0.046	0.710	0.631	0.814	0.106	0.170	0.185
LOC127963424	0.434	0.486	0.413	1.076	1.150	1.400	0.190	0.323	0.795
LOC127963423	2.140	2.088	2.084	1.791	2.187	2.002	1.854	1.715	0.514
LOC127964059	1.819	1.751	1.787	0.441	0.613	0.396	2.318	2.325	1.328
LOC127964215	2.820	2.753	2.553	0.854	0.933	0.742	0.588	0.240	0.245
LOC127963512	4.348	4.373	4.203	2.399	2.510	2.787	4.059	4.413	3.195
LOC127963513	0.000	0.000	0.132	0.087	0.074	0.099	0.633	0.353	0.000
LOC127964237	3.184	3.033	3.945	0.262	0.293	0.279	42.872	41.575	6.248
LOC127963759	7.162	7.200	6.998	2.181	2.082	1.777	7.160	7.423	4.123
dusp2	24.463	25.204	24.360	10.616	9.015	6.914	32.785	32.631	15.219
adra2b	0.306	0.339	0.312	0.350	0.216	0.330	0.239	0.243	0.083
LOC127964015	22.276	22.155	22.599	11.002	10.767	8.901	11.870	10.503	20.030
LOC127963235	18.299	17.637	17.503	4.540	4.399	4.389	7.869	7.513	9.654
LOC127963233	13.479	13.679	13.546	7.274	5.643	5.528	19.165	18.397	10.232
pop5	1.042	1.283	1.091	2.775	2.823	3.615	8.737	9.732	6.129
LOC127963237	0.022	0.023	0.023	0.010	0.141	0.106	0.072	0.029	0.000
LOC127962932	1.921	2.069	2.131	1.237	1.054	0.802	1.211	1.413	1.712
LOC127962899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963654	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127964181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC127963655	3.618	3.531	3.677	2.783	3.019	2.741	1.238	1.451	1.108
LOC127963652	2.830	2.940	2.844	1.674	1.316	1.123	3.358	3.163	2.506
